"""%s"" contains not only digit characters.","""%s"" contains not only digit characters."
"""%s"" does not fit the entered date format.","""%s"" does not fit the entered date format."
"""%s"" exceeds the allowed file size.","""%s"" exceeds the allowed file size."
"""%s"" exceeds the allowed length.","""%s"" exceeds the allowed length."
"""%s"" has not only alphabetic and digit characters.","""%s"" has not only alphabetic and digit characters."
"""%s"" has not only alphabetic characters.","""%s"" has not only alphabetic characters."
"""%s"" height exceeds allowed value of %s px.","""%s"" height exceeds allowed value of %s px."
"""%s"" invalid type entered.","""%s"" invalid type entered."
"""%s"" is a required value.","""%s"" es un campo requerido."
"""%s"" is an empty string.","""%s"" es una cadena vacía."
"""%s"" is not a valid URL.","""%s"" no es una URL válida."
"""%s"" is not a valid date.","""%s"" no es una fecha válida."
"""%s"" is not a valid email address.","""%s"" no es un email válido."
"""%s"" is not a valid file","""%s"" no es un archivo válido"
"""%s"" is not a valid file extension.","""%s"" no es una extensión de archivo válida."
"""%s"" is not a valid file.","""%s"" no es un archivo válido."
"""%s"" is not a valid hostname.","""%s"" No es un dominio v&aacute;lido."
"""%s"" is not a valid image format","""%s"" no es un formato de imagen válido"
"""%s"" length must be equal or greater than %s characters.","""%s"" debe ser mayor o igual a %s caracteres."
"""%s"" length must be equal or less than %s characters.","""%s"" debe ser menor o igual a %s caracteres."
"""%s"" width exceeds allowed value of %s px.","""%s"" width exceeds allowed value of %s px."
"'%value%' appears to be a DNS hostname but cannot extract TLD part","'%value%' appears to be a DNS hostname but cannot extract TLD part"
"'%value%' appears to be a DNS hostname but cannot match TLD against known list","'%value%' Parece ser un dominio DNS, pero no concuerda con ninguna lista TLD conocida"
"'%value%' appears to be a DNS hostname but cannot match against hostname schema for TLD '%tld%'","'%value%' appears to be a DNS hostname but cannot match against hostname schema for TLD '%tld%'"
"'%value%' appears to be a DNS hostname but contains a dash in an invalid position","'%value%' appears to be a DNS hostname but contains a dash in an invalid position"
"'%value%' appears to be a DNS hostname but the given punycode notation cannot be decoded","'%value%' appears to be a DNS hostname but the given punycode notation cannot be decoded"
"'%value%' appears to be a local network name but local network names are not allowed","'%value%' Parece ser una red local, pero los nombres de redes locales no están admitidos"
"'%value%' appears to be an IP address, but IP addresses are not allowed","'%value%' appears to be an IP address, but IP addresses are not allowed"
"'%value%' does not appear to be a valid URI hostname","'%value%' does not appear to be a valid URI hostname"
"'%value%' does not appear to be a valid local network name","'%value%' does not appear to be a valid local network name"
"'%value%' does not match the expected structure for a DNS hostname","'%value%' does not match the expected structure for a DNS hostname"
"A joint field with this alias (%s) is already declared","A joint field with this alias (%s) is already declared"
"Add Option","Add Option"
"An error occurred while loading a record, aborting. Error: %s","An error occurred while loading a record, aborting. Error: %s"
"An error occurred while loading the collection, aborting. Error: %s","An error occurred while loading the collection, aborting. Error: %s"
"An error occurred while saving a record, aborting. Error: ","An error occurred while saving a record, aborting. Error: "
"Attempt to add an invalid object","Inténto de añadir un objeto inválido"
"Attribute '%s' used in configurable products.","Atributo '%s' utilizado en los productos configurables."
"Attribute set with the ""%s"" name already exists","Establecer atributo con el ""%s"" nombre ya existe"
"Attribute used in configurable products.","Atributo utilizado en los productos configurables."
"Attribute with the same code","Atributo con el mismo código"
"Data integrity: No header row found for attribute","Integridad de datos: No se encontró el renglón de cabecera para el atributo"
"Default Product Listing Sort by not exists on Available Product Listing Sort by","Default Product Listing Sort by not exists on Available Product Listing Sort by"
"Default option value is not defined","Valor de opción predeterminado no está definido"
"EAV types and attributes","Tipos y atributos EAV"
"Entity collection expected","Entidad de recopilación esperada"
"Entity collections expected","Entidades de recopilaciones esperadas"
"Entity is not initialized","La entidad no está inicializada"
"Failed to load node %s from config.","Falla al cargar el nodo %s desde config."
"Frontend label is not defined","Etiqueta de portada no está definida"
"Invalid alias, already exists in joined attributes","Alias inválido, ya existe en los atributos asociados"
"Invalid attribute name: %s","Nombre de atributo inválido: %s"
"Invalid attribute requested: %s","Atributo solicitado inválido: %s"
"Invalid attribute type","Tipo de atributo inválido"
"Invalid character encountered in increment ID: %s","Carácter inválido encontrado en incremento ID: %s"
"Invalid data object key","Clave de objeto de datos inválida"
"Invalid entity specified","Entidad especificada inválida"
"Invalid entity supplied","Entidad suministrada inválida"
"Invalid entity supplied: %s","Entidad suministrada inválida:%s"
"Invalid entity type","Tipo de entidad inválido"
"Invalid entity_id, skipping the record","Inválido entity_id, omitiendo el registro"
"Invalid entity_type specified: %s","Entity_type especificado inválido: %s"
"Invalid foreign key","clave foránea inválida"
"Invalid joined fields","Campos asociados inválidos"
"Invalid store specified","Tienda especificada inválida"
"Joined field or attribute expression with this alias is already declared","Asociación de campo o atributo de expresión con este alias ya está declarado"
"Joined field with this alias (%s) is already declared","Asociación de campo con este alias (%s) ya está declarado"
"Joined field with this alias is already declared","Asociación de campo con este alias ya está declarado"
"Loaded %d records","Cargado %d registros"
"No","No"
